Analyte	Fstat	Fstat.pval	Fstat.pval.adj	Age.est	Age.se	Age.pval	Age.pval.adj	BMI.est	BMI.se	BMI.pval	BMI.pval.adj	Education.est	Education.se	Education.pval	Education.pval.adj	Aspirin.est	Aspirin.se	Aspirin.pval	Aspirin.pval.adj	Smoking.est	Smoking.se	Smoking.pval	Smoking.pval.adj	Diabetes.est	Diabetes.se	Diabetes.pval	Diabetes.pval.adj	PSA.est	PSA.se	PSA.pval	PSA.pval.adj
CXCL1	1.05802497184937	0.389399360621946	0.425743300946661	-0.00451232786014435	0.00310128629142216	0.146235464677575	0.370989077299744	-0.000518032507838565	0.0048456668660072	0.914901707885282	0.914901707885282	-0.00535751944569923	0.0192717974192952	0.781116936533153	0.911303092622011	0.0894783545959376	0.0716093915939378	0.211993758456997	0.370989077299744	0.022284533273874	0.0296178098834969	0.452125929738549	0.632976301633968	-0.110268068083974	0.0854685540239871	0.197529668624221	0.370989077299744	0.0109062024289877	0.00691534865494081	0.115339039722053	0.370989077299744
TNFSF14	1.66341390252417	0.115409915668302	0.147868954450012	-0.00187894561620189	0.00479712301981067	0.695442898589696	0.853361861904145	0.00257364650886217	0.00749536091961293	0.731453024489267	0.853361861904145	-0.0231939286848311	0.0298099479847875	0.436863407962218	0.764510963933882	0.138509797959321	0.110766639571475	0.211653872328283	0.493859035432659	0.118411098345261	0.0458133381563252	0.0100007540928063	0.0700052786496438	-0.0198010967874166	0.132204230584073	0.880995011285913	0.880995011285913	-0.0158716850811426	0.010696780337368	0.138431499999599	0.484510249998597
TWEAK	1.81422849148952	0.0821093343856196	0.106872466978108	0.000144611834525374	0.00219400518251258	0.947471289432658	0.947471289432658	0.00170270048311716	0.00342806733004776	0.619600469550017	0.867440657370023	-0.0171328547074551	0.01363383430005	0.209408939082906	0.683660734321892	-0.051557525367792	0.0506600686006405	0.30925434024333	0.683660734321892	-0.0645510502062167	0.0209531214705321	0.00216664951704072	0.015166546619285	0.0519442627979161	0.06046473393609	0.390663276755367	0.683660734321892	0.000473762245629563	0.00489226384219561	0.922888972923669	0.947471289432658
PDGFsubunitB	1.64021697214377	0.121484063789825	0.153256818934856	-0.000981311768898552	0.000818844226814871	0.231265859606637	0.48465142963405	0.000987829151813802	0.00127941955867562	0.440387020580039	0.513784857343379	0.0111436575988424	0.00508840480183437	0.0289367054714124	0.202556938299886	0.000678463570245095	0.0189072956774759	0.971387932472137	0.971387932472137	0.00851041817547235	0.0078201011951336	0.2769436740766	0.48465142963405	0.0246192817362949	0.0225665822050448	0.275760494972229	0.48465142963405	0.00155619817788733	0.00182588538767685	0.39441445722898	0.513784857343379
PDCD1	1.88350122836175	0.0699611300265537	0.0925292364867323	0.00209538346337775	0.00376702740420306	0.578267577829114	0.773801529648337	-0.0124655666771321	0.00588586739843267	0.0346266924431639	0.124656332751336	-0.0493081478866845	0.023408799506041	0.0356160950718104	0.124656332751336	-0.0378935761083086	0.0869815022491748	0.663258453984289	0.773801529648337	-0.0494267242947197	0.0359757503820925	0.170027469913659	0.39673076313187	0.0213023676852841	0.103815757383149	0.837495408806443	0.837495408806443	-0.00495391685434536	0.00839983975837163	0.5555881032091	0.773801529648337
FASLG	1.90244096503439	0.0669391477018098	0.0904782537626459	0.000766198597780987	0.00330905815912653	0.816975673157731	0.953138285350687	-0.00922363780346572	0.00517030418111357	0.0749727828742161	0.262404740059756	-0.0419509208983885	0.0205629188984383	0.0418082063201297	0.262404740059756	-0.00229100763229285	0.0764068903214169	0.976090290045525	0.976090290045525	-0.011169842327482	0.0316020664462747	0.723882421760646	0.953138285350687	-0.101430109071199	0.0911945526680569	0.266514490916246	0.46640035910343	-0.0105750758741742	0.0073786450974002	0.152360661686545	0.355508210601939
MCP2	0.555067300256764	0.79243371111793	0.79243371111793	0.00604891697218293	0.00379930411562462	0.111925885884354	0.783481201190479	0.00547084048339299	0.00593629879250026	0.357140149039602	0.878028224940938	0.011497762691996	0.0236093711996631	0.626449605764556	0.878028224940938	-0.0315611003022508	0.0877267787087987	0.719158349971397	0.878028224940938	-0.00557103285496366	0.0362839984484488	0.878028224940938	0.878028224940938	-0.028311190305391	0.104705273407993	0.786960713541204	0.878028224940938	0.00175926127725192	0.00847181141527167	0.835569764166511	0.878028224940938
CCL4	3.13833707935858	0.00292633920814822	0.00685845995757422	-0.00829223835505295	0.00689901606611463	0.229894651854233	0.268210427163272	-0.0238527832009439	0.0107795057979935	0.0273161269474637	0.0956064443161229	-0.0796207602887313	0.0428713854591135	0.0638093049374744	0.14888837818744	0.368166594521335	0.15929981841977	0.0211878186068543	0.0956064443161229	0.079955299828991	0.0658867731091258	0.225442264382339	0.268210427163272	-0.179505680865525	0.190130440066105	0.345517660988009	0.345517660988009	-0.0223386241335407	0.015383649553793	0.147035349466242	0.257311861565923
Gal1	4.39251553529025	9.24398418227224e-05	0.000379003351473162	0.0041271519270694	0.00148275907344451	0.00556110089204706	0.0194638531221647	0.00987956999186412	0.00231676660498402	2.35416017186257e-05	0.00016479121203038	0.00727105311946638	0.00921405823257312	0.430373513973883	0.753153649454296	0.00245162415009004	0.0342372374402951	0.942940366262725	0.942940366262725	-0.00589523428639669	0.0141606005423546	0.677341462847369	0.864780604172778	0.0644714223932882	0.0408634553745553	0.115194795435731	0.268787856016706	-0.00109232076194096	0.00330630422367221	0.741240517862381	0.864780604172778
PDL1	1.91237876804445	0.0654019320980557	0.0904782537626459	0.000457335768577645	0.0034007127445973	0.893069675855481	0.971977903647459	-0.011449637348455	0.00531351172346841	0.0316034675500197	0.110612136425069	-0.000742668489676448	0.0211324724442131	0.971977903647459	0.971977903647459	-0.107559507106373	0.0785232151252602	0.171306615522021	0.399715436218049	-0.00478273857747504	0.0324773832768853	0.882977101347154	0.971977903647459	0.241748524092192	0.0937204674510684	0.0101501268811047	0.0710508881677328	0.000635601055006053	0.00758301946171075	0.933230408073456	0.971977903647459
CD27	10.3364888195007	3.20343751525343e-12	7.77649056260543e-11	0.00484699071210683	0.00276389425833203	0.0800340676757255	0.105088536891051	-0.0212108984132005	0.00431850192798727	1.18825548901772e-06	8.31778842312404e-06	-0.0589279552273601	0.0171751993301148	0.00064589079006936	0.00226061776524276	-0.136180363203704	0.0638189343617078	0.0332900214609712	0.0582575375566995	0.0448183465913852	0.0263956587651339	0.0900758887637578	0.105088536891051	0.249615644896287	0.0761703446689898	0.00111409306982306	0.00259955049625381	-0.000294061168834106	0.00616302096798366	0.961961405409209	0.961961405409209
HGF	2.08077976465769	0.0438434570309896	0.0653666086643845	0.00631206692352823	0.00277310975448604	0.0232139131711314	0.16249739219792	0.00558259293734273	0.00433290086448365	0.198134022495438	0.287108298861128	-0.022726660636595	0.0172324656249066	0.187767560133431	0.287108298861128	-0.0812369958382004	0.0640317222215871	0.205077356329377	0.287108298861128	0.0492901335393973	0.0264836683158246	0.0632483786696602	0.221369325343811	0.064741329959251	0.0764243151370098	0.397285846530731	0.463500154285853	-0.00216382791895819	0.00618356997989188	0.726521901581311	0.726521901581311
GZMA	4.30256332385723	0.000119046486682262	0.000434198461975373	0.00532162984698606	0.00365877221410625	0.146374103726112	0.202588978746009	-0.00768549699207086	0.00571672190897035	0.179368956633997	0.202588978746009	-0.080338511879402	0.0227360876384191	0.000444041602195914	0.0031082912153714	-0.107774330486243	0.0844818657850536	0.202588978746009	0.202588978746009	-0.052073408358801	0.0349418949627921	0.136714140330987	0.202588978746009	-0.129312241499984	0.100832345439287	0.200218023656399	0.202588978746009	-0.0179318252876858	0.00815844882800287	0.0283630002703225	0.0992705009461289
HO1	1.23384114239762	0.281957801719786	0.3211186075142	0.00575085331577058	0.00695724631951678	0.40881765643809	0.688485197557781	-0.0125939024109157	0.0108704888234209	0.247139085538752	0.688485197557781	-0.0297419609800435	0.0432332358469169	0.491775141112701	0.688485197557781	0.054813584271337	0.1606443679475	0.733073378560796	0.855252274987595	-0.156483112789581	0.06644288190163	0.0188603649905509	0.132022554933856	-0.165008652581404	0.191735211470956	0.389824187559854	0.688485197557781	0.000587030100777032	0.0155134932595016	0.969828810172414	0.969828810172414
CX3CL1	4.2944581692001	0.000121787373480897	0.000434198461975373	0.00746820073193803	0.00248968293087094	0.00282343406389446	0.00700285066588217	-0.0122621583333416	0.00389005494860415	0.00170756744980464	0.00700285066588217	0.0109252140826417	0.0154712143844093	0.480380906971734	0.672533269760427	-0.0575371947664402	0.0574873337023405	0.317324768734414	0.555318345285225	0.00720573690440741	0.0237768940973548	0.761959925940659	0.888953246930769	0.204516080982042	0.0686133365591868	0.0030012217139495	0.00700285066588217	-0.000393785954306869	0.00555157566550626	0.943477061715883	0.943477061715883
CD70	2.2288038329138	0.0305766175164995	0.0473072195538295	0.00798981394326869	0.00253650075006239	0.00172051338545035	0.0120435936981524	0.00329864155079406	0.0039632063876771	0.40558645833626	0.427613637711384	-0.012512958163845	0.0157621464178582	0.427613637711384	0.427613637711384	-0.084081471524776	0.0585683675808727	0.151672991151437	0.427613637711384	0.0223606367306656	0.0242240122082521	0.35636586631663	0.427613637711384	0.0854327737235384	0.0699035919348087	0.222166379520526	0.427613637711384	-0.00499887159759726	0.00565597155564654	0.377172990607617	0.427613637711384
TNFRSF12A	6.22287311052236	4.90876671199736e-07	4.01478848923518e-06	0.0108088691850613	0.00262032605139663	4.27222645717977e-05	0.000299055852002584	-0.00579217481320959	0.00409418090825969	0.157704425818269	0.275982745181971	-0.0412461332464548	0.0162830477710784	0.011579551710822	0.0405284309878769	-0.0666351147136061	0.0605039124692392	0.271225443966796	0.351771411609438	0.0233213461104661	0.025024558047961	0.351771411609438	0.351771411609438	0.149859630337929	0.0722137389584739	0.0384234473447734	0.089654710471138	0.00586866467813307	0.00584288792851901	0.315615591510372	0.351771411609438
CCL23	4.35684247672683	0.000102201562510285	0.000399072767897302	0.00860495215035174	0.00332433736423939	0.00989158420502326	0.0346205447175814	-0.014731979285246	0.00519417748109206	0.0047304033554985	0.0331128234884895	-0.0401848406341487	0.0206578658714015	0.0522460343506406	0.121907413484828	-0.0969015164200103	0.0767596905724601	0.207331839124439	0.241887145645179	-0.0459191380913859	0.03174798544558	0.148636638732707	0.20809129422579	0.162219517842969	0.0916156332923268	0.077164281988412	0.135037493479721	0.00501456505469935	0.0074127151640103	0.499015260833462	0.499015260833462
CD5	2.62593533465045	0.011243180281584	0.019615761342338	-9.94574040129546e-05	0.00265282356805426	0.970106805705616	0.970106805705616	-0.00273769615622848	0.00414495730388977	0.509213033662819	0.594081872606622	-0.0453328234196413	0.0164849915772301	0.00615383908121475	0.0430768735685033	-0.126360052353973	0.0612542873709706	0.039586453916518	0.138552588707813	-0.0205623121116282	0.0253349148417577	0.417356043634482	0.584298461088275	0.133426418789897	0.0731093401694231	0.0685316275238777	0.159907130889048	-0.00700845624801347	0.00591535194408857	0.236604426660996	0.414057746656743
CCL3	3.13820268086015	0.00292739144530607	0.00685845995757422	-0.0242641988786673	0.0121573333151592	0.0464359786757168	0.138917111816346	-0.0358646603111325	0.0189954688759991	0.0595359050641484	0.138917111816346	-0.0571750758371249	0.0755472545235918	0.449481869928585	0.449481869928585	0.835212006183023	0.280715535521887	0.00305378974614902	0.0213765282230431	0.166352367004151	0.116104594346744	0.15248064447656	0.223612994401327	-0.268732522548295	0.335044752916962	0.422848431289842	0.449481869928585	-0.0381659493587987	0.0271088157262966	0.159723567429519	0.223612994401327
MMP7	6.1908141370349	5.38569187580329e-07	4.01478848923518e-06	0.00910502321449277	0.00177774516721631	4.17711317100192e-07	2.92397921970134e-06	0.0040155796130739	0.002777673533982	0.148833159543657	0.347277372268534	0.00984218629506197	0.0110471402851406	0.373352765284591	0.522693871398428	0.0116002572993701	0.0410485320834556	0.777589355654421	0.866653309511545	-0.00285206723288133	0.0169777677506107	0.866653309511545	0.866653309511545	0.135995315570196	0.0489929966431553	0.00569119365615907	0.0199191777965568	0.00472668683952255	0.00396407377317601	0.233618645160909	0.40883262903159
NCR1	2.98785857337894	0.00436812839475054	0.00968071698296065	0.00532950573043644	0.00324775721502804	0.101364995439402	0.177388742018953	-0.00844208333308841	0.00507452329352038	0.0967496679327919	0.177388742018953	-0.0232612766974013	0.0201819868382331	0.249577917563348	0.349409084588687	-0.0100423639129741	0.0749914378612011	0.89351927933233	0.89351927933233	-0.0590149781426412	0.0310166320370072	0.0575957198194456	0.177388742018953	0.27882813489696	0.0895051558952099	0.00193251191810765	0.0135275834267536	-0.00104382101882897	0.00724195426608591	0.885445695508899	0.89351927933233
DCN	4.7125278092478	3.74163635752378e-05	0.000161481148061553	0.00530624322003315	0.00179173858445012	0.00319168751311958	0.0111709062959185	-0.00443578162774538	0.00279953782894232	0.113653515624935	0.198893652343637	0.00626728893963121	0.011134097204558	0.573734839386145	0.717104891887928	-0.0081113005746876	0.0413716432058323	0.844635032600124	0.844635032600124	-0.00861925132009711	0.0171114072576751	0.614661335903938	0.717104891887928	0.106072254062486	0.0493786421542246	0.0321324199873658	0.0749756466371869	0.0130273163837174	0.0039952767483136	0.00117924111087422	0.00825468777611956
TNFRSF21	2.77785113044517	0.00758599212259492	0.0148107465250663	0.00135466113405876	0.00170952743844447	0.428453467319872	0.428453467319872	-0.0074760005382803	0.00267108537767463	0.00530565784134209	0.0371396048893946	-0.00951191309393835	0.0106232264230338	0.370965607363923	0.428453467319872	-0.0352686964153865	0.0394733695237191	0.371984949836412	0.428453467319872	0.0155989951361003	0.0163262768750224	0.339762248224626	0.428453467319872	0.104916019465005	0.04711297974402	0.0263520447729092	0.0922321567051823	0.00330333135088858	0.00381195967129179	0.386549908970781	0.428453467319872
TNFRSF4	2.38168550738744	0.0209138880891366	0.0342987764661841	0.00502484475387416	0.00310399331137426	0.106048381318839	0.247446223077291	-0.00163456647595442	0.00484989650353657	0.73622010154665	0.73622010154665	-0.0426924459507784	0.0192886191942701	0.027277370860498	0.103756778687027	-0.0523192241036274	0.0716718972878942	0.465707275931497	0.543325155253414	-0.0399656133099005	0.0296436623829949	0.17814077025831	0.249397078361635	0.186518386033149	0.085543156965889	0.0296447939105791	0.103756778687027	-0.00969232443182017	0.00692138485573802	0.161965915623669	0.249397078361635
CCL17	1.19715147141087	0.302339288171384	0.339613994932239	0.00465989333601433	0.00455852544986899	0.307111717625513	0.429956404675718	0.00828415643339211	0.00712255936879381	0.245291332808688	0.429956404675718	-0.0297855827067424	0.0283272715723032	0.293492953594413	0.429956404675718	0.0329487732803933	0.105257368509796	0.754374405226495	0.754374405226495	0.0184154515454811	0.0435346909109087	0.672453586412496	0.754374405226495	-0.134263871077171	0.125628704373237	0.285650929849494	0.429956404675718	0.0145436263302634	0.0101647477453006	0.153049976161375	0.429956404675718
