Analyte	Fstat	Fstat.pval	Fstat.pval.adj	Age.est	Age.se	Age.pval	Age.pval.adj	BMI.est	BMI.se	BMI.pval	BMI.pval.adj	Education.est	Education.se	Education.pval	Education.pval.adj	Aspirin.est	Aspirin.se	Aspirin.pval	Aspirin.pval.adj	Smoking.est	Smoking.se	Smoking.pval	Smoking.pval.adj	Diabetes.est	Diabetes.se	Diabetes.pval	Diabetes.pval.adj	PSA.est	PSA.se	PSA.pval	PSA.pval.adj
PDGFsubunitB	3.82804416295027	0.000474274796610552	0.000997193162104238	-0.00292260885484623	0.000807753971738192	0.000331843631959785	0.0023229054237185	0.00024369105816889	0.00141386924877685	0.863237336084131	0.863237336084131	-0.00814776091332951	0.00596589608965084	0.172738224018982	0.266045679660954	0.00234997495158664	0.01334275585258	0.860279518314162	0.863237336084131	-0.0134116666685034	0.0102180117503481	0.190032628329253	0.266045679660954	-0.0395655898264922	0.0177375359102514	0.0262207033068068	0.0917724615738237	0.0124443973083393	0.0064494761480341	0.0543223201523188	0.126752080355411
PDCD1	4.06528810109663	0.000247559463485869	0.000543088337109611	0.0177044358678675	0.00369908283215698	2.33980802961256e-06	1.63786562072879e-05	0.0101868387522287	0.00647476787246337	0.116380031212356	0.247448014688478	-0.0380610797137934	0.0273206255565311	0.164299709148339	0.247448014688478	-0.0229683996666247	0.0611027129977864	0.707177528185493	0.707177528185493	-0.0633133889188687	0.0467930498232718	0.176748581920342	0.247448014688478	-0.0731697519211645	0.0812284641933585	0.368203276994099	0.429570489826449	-0.0644043639984123	0.0295351645802014	0.0297531648613724	0.104136077014803
FASLG	1.36366353697448	0.218975222244798	0.252900960902443	-0.00291525287133815	0.00264747353376312	0.271448024233566	0.475034042408741	-0.00198627561594533	0.00463406129502942	0.668410112521191	0.708151038016113	-0.0073245714443993	0.0195536667786894	0.708151038016113	0.708151038016113	0.0262402261685811	0.0437318716132762	0.548804756257584	0.708151038016113	-0.0534348196564801	0.0334902911322299	0.11132635374406	0.399640122775234	-0.0920223018190974	0.0581360891058347	0.114182892221495	0.399640122775234	0.0256489949777866	0.0211386362753671	0.225652789099986	0.475034042408741
MCP2	2.21171703689068	0.032360714857446	0.0482468839692831	-0.00259248961305048	0.00408659078876523	0.526163338969354	0.824903193661664	0.00158352593678981	0.00715305062027303	0.824903193661664	0.824903193661664	-0.0139673220314107	0.0301826754924329	0.643770259904452	0.824903193661664	-0.0606311716067554	0.0675037017107603	0.369585570786523	0.824903193661664	0.0134536237064623	0.0516949890182669	0.794795180076981	0.824903193661664	-0.261454163304657	0.0897377832884489	0.0037595592557836	0.0263169147904852	0.058039324229993	0.0326292048582582	0.0759848810215441	0.265947083575404
CCL4	1.80932758412214	0.0837255784755115	0.120447323420911	0.000152368354584595	0.00509799848647933	0.9761703083916	0.9761703083916	0.00537678539035615	0.00892338947567595	0.547125194995471	0.76597527299366	-0.0342951182439156	0.0376527139446746	0.362895510384352	0.76597527299366	0.0198863841158344	0.084210479331401	0.813427725690583	0.94899901330568	-0.0438852188937114	0.0644892012428089	0.496550197852913	0.76597527299366	-0.328308169306017	0.111947368119711	0.00353940753019829	0.0247758527113881	0.0569802604071025	0.0407047452462656	0.162279652977886	0.567978785422601
Gal1	6.57724221679329	2.14191798075802e-07	9.24406707485042e-07	0.00774287158753329	0.00147039978791648	2.2073419920193e-07	1.54513939441351e-06	0.0064845615517974	0.00257374536836934	0.0121126172479233	0.0423941603677315	-0.0123283755965441	0.0108600547343364	0.256920828517668	0.509484190768277	-0.011690702457799	0.0242885656552537	0.63052955371489	0.735617812667372	0.00579942262648712	0.0186004189843955	0.75535097471024	0.75535097471024	0.0341269460381705	0.0322886298961437	0.291133823296159	0.509484190768277	0.0064986549685689	0.0117403425944595	0.580186222323383	0.735617812667372
PDL1	1.65051772364531	0.119492599381875	0.15803859918248	0.00999970668750321	0.00315169284386868	0.00161777083865448	0.0113243958705813	0.00688182405468984	0.00551663222892859	0.212903203717371	0.7451612130108	0.00524351990878781	0.0232777215227498	0.821884437439886	0.821884437439886	-0.0516476846950407	0.0520607383057144	0.321721989341512	0.750684641796862	-0.0230046452383659	0.0398686179689576	0.564233039514437	0.821884437439886	0.017721883252205	0.0692082824129057	0.798022098715113	0.821884437439886	-0.00810092902325885	0.025164553234842	0.747670699126645	0.821884437439886
CD27	19.3419819615321	0	0	0.0219157783748567	0.00231969347015645	2.22342992859177e-19	1.55640095001424e-18	0.00349288676682234	0.00406032452800576	0.39013051223325	0.39013051223325	-0.0254390579934221	0.0171327541392522	0.138322471768014	0.210495186384647	-0.0461320635478854	0.0383174886265411	0.229272483582933	0.267484564180088	0.0422801050056887	0.0293439041646046	0.150353704560462	0.210495186384647	0.117614251084445	0.0509383397263092	0.0214183689720044	0.0749642914020154	0.0310019632345309	0.0185214907384863	0.0948880747272268	0.210495186384647
HGF	6.13844225759159	7.42724970526076e-07	2.64797598187558e-06	0.00010057195891138	0.00286294994408252	0.971993310072323	0.971993310072323	0.0103931502684191	0.00501122498725101	0.0386749653219327	0.0902415857511763	-0.0510532569816358	0.0211451289301787	0.0161758679814403	0.056615537935041	0.0380070996543061	0.0472911845172974	0.42202335512028	0.573701051702052	0.120864426290199	0.0362160474511108	0.000919273133156813	0.00643491193209769	0.0432609217537223	0.0628677533248641	0.491743758601759	0.573701051702052	0.0385287722970512	0.0228590982197739	0.0926179454330044	0.162081404507758
GZMA	0.877448714313281	0.524186141789927	0.551067482394539	0.00211127996854781	0.00319499090930351	0.509087610863545	0.890903319011204	0.00891891961878566	0.0055924199135352	0.111484824906646	0.780393774346524	-0.0282678992524307	0.0235975116671563	0.231607030969402	0.810624608392907	-0.0128569503855106	0.0527759505314652	0.807645842497141	0.938222097148205	-0.0112549151668243	0.0404163344232987	0.780781753235348	0.938222097148205	0.00544082757102783	0.0701590681934349	0.938222097148205	0.938222097148205	0.0174700090831529	0.0255102647386518	0.493823896154008	0.890903319011204
HO1	2.89458430008469	0.00575747841905039	0.0107298461445939	0.0027292070333596	0.00239142414616932	0.254400602065987	0.563806694111131	-0.00532521582810556	0.00418587983389962	0.2039931430729	0.563806694111131	0.0164001923328917	0.017662541394414	0.353652635600698	0.563806694111131	-0.0298080821093881	0.0395023604200164	0.450907186044379	0.563806694111131	0.00153257423936997	0.0302512904678656	0.959618765446644	0.959618765446644	-0.151457256403207	0.0525134795413534	0.0041212968260134	0.0288490777820938	0.0133978670227319	0.0190942211740072	0.483262880666684	0.563806694111131
CX3CL1	7.95336818494518	4.32589541965456e-09	2.07923150178739e-08	0.012976591026587	0.00238659246453948	9.077958484127e-08	6.3545709388889e-07	-0.0129093984403503	0.0041774225977667	0.00212926437415791	0.00745242530955269	0.0100778336591236	0.0176268556391588	0.567801739050986	0.66243536222615	-0.0331732309998189	0.0394225490534371	0.400546507391841	0.66243536222615	-0.0211029917410016	0.0301901701498048	0.484927755932773	0.66243536222615	-0.018137338973378	0.0524073802469957	0.729448704111882	0.729448704111882	0.0206416502572507	0.0190556428240185	0.279311818839058	0.651727577291135
CD70	2.71941193331334	0.00905941981868374	0.0161494005463493	0.00773714733778272	0.00290723304568498	0.00807370790649899	0.0565159553454929	0.000890593933812804	0.00508873685074757	0.861151784611331	0.861151784611331	-0.0322250004614845	0.0214721943386214	0.134145140806475	0.313005328548442	-0.063406291419165	0.0480226679067324	0.187421958761501	0.327988427832626	0.0340590941631877	0.0367762245203019	0.354903348010192	0.496864687214269	-0.0216690826189366	0.0638401695956261	0.734453347581909	0.85686223884556	0.0411397477487354	0.0232126747016467	0.0770516813208603	0.269680884623011
TNFRSF12A	17.1834683565439	0	0	0.0242735805423121	0.00257376250482027	2.53409670886295e-19	1.77386769620406e-18	0.00422561738177094	0.00450503963649926	0.34878224926593	0.488295148972302	-0.00142364157511626	0.0190092530652068	0.940335364305122	0.940335364305122	-0.0743794358215164	0.0425142876740596	0.0809135456606373	0.188798273208154	0.0516783828894929	0.032557853550713	0.113182890268334	0.198070057969585	0.156264742309911	0.0565174625578998	0.00593854678100666	0.0207849137335233	0.00403145120433666	0.0205500937987625	0.844564264916812	0.940335364305122
CCL23	5.23761956742478	9.44852174256106e-06	2.49928639641938e-05	0.0129974420621227	0.00288489464522808	8.54563742189782e-06	5.98194619532847e-05	-0.00745456619261513	0.00504963635904103	0.140604854658935	0.328077994204182	0.00591158191570104	0.0213072077454288	0.781571326397237	0.840155973418387	0.00961726288515499	0.0476536745822029	0.840155973418387	0.840155973418387	0.0799958111116217	0.0364936458560814	0.0289102442853157	0.101185854998605	-0.0699462151938297	0.0633496388224637	0.270152937140719	0.472767639996258	-0.00615412378700298	0.0230343147232712	0.789464530588522	0.840155973418387
CD5	5.25084446064673	9.10356007000068e-06	2.48830641913352e-05	0.00989336474595258	0.00228941051534197	1.92732822011332e-05	0.000134912975407932	0.00475442945001834	0.00400731811754868	0.236103455461394	0.275454031371626	-0.0203386140104623	0.0169090907862612	0.229705826423558	0.275454031371626	-0.0587532458827381	0.037817264441057	0.121011649919939	0.211770387359893	0.0507314042029525	0.0289608276351711	0.0805323382488219	0.194308981469743	0.087275448870279	0.0502733538304993	0.083275277772747	0.194308981469743	-0.00308239948426477	0.0182796978144011	0.8661713450716	0.8661713450716
CCL3	1.70698156142901	0.105452268358006	0.144118100089274	0.00980488283686993	0.00743800769911278	0.18813228325021	0.263385196550294	0.0182020706510107	0.013019274093213	0.162806149111479	0.263385196550294	-0.0920678817725926	0.054935515762852	0.0944778198408185	0.263385196550294	0.0669363301251898	0.122863550327474	0.586171354528752	0.586171354528752	-0.150635599262718	0.0940900976384766	0.110115822431682	0.263385196550294	-0.25883302542664	0.163331822906221	0.113766419229758	0.263385196550294	0.0677936516316436	0.0593884461392289	0.254283548892375	0.296664140374438
MMP7	16.5815997957969	0	0	0.0126470992610044	0.00170327117029948	6.07667675232202e-13	4.25367372662541e-12	0.00141395019239101	0.00298135671785361	0.63555183335663	0.741477138916068	-0.0289869339734591	0.0125799923863429	0.021685649716193	0.0505998493377837	-0.0034478544848691	0.0281352146460386	0.902523836853873	0.902523836853873	0.0470996531543277	0.021546220063391	0.0293542345637442	0.0513699104865524	0.120306611016972	0.0374022717376067	0.00139515323866534	0.00488303633532868	0.0163629864262193	0.013599693930123	0.229564119130248	0.321389766782347
NCR1	5.81814621308411	1.8381528998912e-06	5.93085033550301e-06	0.0175250863015414	0.0031381107657746	4.15382507389311e-08	2.90767755172518e-07	0.00837011747293644	0.0054928585512698	0.128287530186959	0.398895038227471	0.00572979466511672	0.0231774072322283	0.804859822680278	0.804859822680278	-0.0710898881267926	0.0518363849031677	0.170955016383202	0.398895038227471	0.0242746666735094	0.0396968059588466	0.541189852989946	0.631388161821603	0.0714820974360075	0.0689100324427926	0.300166047645823	0.525290583380191	0.0176283501787556	0.0250561077281985	0.482089829265269	0.631388161821603
DCN	21.0252266690218	0	0	0.0162222541061356	0.0014748770619138	5.70239619788673e-25	3.99167733852071e-24	-0.00068430451872336	0.00258158225960682	0.791080918072212	0.791080918072212	-0.0150507717615295	0.0108931229114886	0.167786819894357	0.345441627869867	-0.0434491671145205	0.024362522795573	0.075217802741425	0.263262309594987	-0.0235491782937484	0.0186570560792471	0.207554726062834	0.345441627869867	0.0221604564098246	0.0323869467241458	0.494191132533517	0.576556321289104	0.0136587300467873	0.0117760911922556	0.246744019907048	0.345441627869867
TNFRSF21	5.81008555263429	1.88051352101315e-06	5.93085033550301e-06	0.00674944726856428	0.00146547531883778	5.42085850400462e-06	3.79460095280323e-05	-0.00760725505430246	0.00256512571976279	0.0031883127437086	0.0111590946029801	-0.0077887285269302	0.010823683671057	0.472160995058418	0.649849021836023	-0.014269597860881	0.0242072215939187	0.555850270141785	0.649849021836023	-0.000204637310597079	0.0185381249138357	0.99119765622986	0.99119765622986	0.0424396277570249	0.0321804930745637	0.187936343495888	0.43851813482374	0.00687718001531543	0.0117010233871562	0.557013447288019	0.649849021836023
TNFRSF4	8.78230693021073	4.14825507277783e-10	2.42969225691273e-09	0.018809699458625	0.00271831736674478	1.64693708322679e-11	1.15285595825875e-10	0.00758473503887018	0.00475806429646651	0.111651149096437	0.260519347891687	-0.0184952628731604	0.020076904003078	0.357450476192043	0.357450476192043	-0.0456650130520288	0.0449020942308156	0.30972838311588	0.357450476192043	0.0346685213612891	0.0343864589545789	0.313922826453454	0.357450476192043	0.070978318575495	0.059691754661806	0.235062570651397	0.357450476192043	-0.0447152537033159	0.0217042857516146	0.0399788057749658	0.13992582021238
CCL17	2.60973181188414	0.011993414579109	0.0209246807550412	0.00335379103326184	0.00498966337021627	0.501849784455054	0.585491415197564	-0.0111503451995974	0.00873376281359048	0.202397627865429	0.354195848764501	-0.0486911617304938	0.0368525742126534	0.187121727638293	0.354195848764501	0.0336120862606472	0.0824209628980143	0.683615726109881	0.683615726109881	0.112721609559268	0.0631187722140674	0.0748240429768312	0.261884150418909	-0.264429884579338	0.109568428390177	0.0162216899722226	0.113551829805558	0.0396639290084019	0.0398397482635463	0.320009542945175	0.448013360123245
