analyte	age_l	age_m	age_u	bmi_l	bmi_m	bmi_u	education_NCIMD_l	education_NCIMD_m	education_NCIMD_u	aspirin_l	aspirin_m	aspirin_u	smoke_l	smoke_m	smoke_u	diabetes_l	diabetes_m	diabetes_u	PSA_l	PSA_m	PSA_u
ARG1	-0.00372592498566113	0.000380127686931533	0.0044861803595242	-0.00770524947050242	-0.00188864299526662	0.00392796347996918	-0.0551813192450044	-0.0265420615697244	0.00209719610555555	-0.050660302299767	0.0125664687447777	0.0757932397893223	-0.0515902056492175	-0.00871876652585923	0.0341526725974991	0.000498848311587891	0.0700709191732594	0.139642990034931	-0.0235137817439964	0.005948191053811	0.0354101638516185
IL4	-0.0143383440846614	-0.000418190655028102	0.0135019627746052	-0.0409628037223873	-0.0212436084194308	-0.00152441311647438	-0.0654331500872094	0.0316583615759802	0.12874987323917	-0.423531439997454	-0.209182910161224	0.00516561967500564	-0.230600023399603	-0.0852592160763708	0.0600815912468612	-0.232676712478745	0.00318336483494537	0.239043442148635	-0.140483485237836	-0.0406028421027334	0.0592778010323694
IL5	-0.00998630022606304	0.00949434182398343	0.0289749838740299	-0.0217771729014001	0.00581897301421081	0.0334151189298217	-0.166867807507673	-0.0309925102726528	0.104882786962367	-0.194606052410319	0.10536528086566	0.405336614141639	-0.20550231664318	-0.00210425375248728	0.201293809138206	-0.247003916664805	0.0830718805073034	0.413147677679412	-0.110720772726162	0.0290577912443515	0.168836355214865
CD28	-0.00428181654379598	0.000463706212625365	0.00520922896904671	0.00102207115486215	0.00774454663054818	0.0144670221062342	-0.0115232822691917	0.0215762076453495	0.0546756975598907	-0.0729025462119093	0.00017106115062693	0.0732446685131631	-0.0381790453431411	0.0113691232223554	0.060917291787852	-0.0791540003130771	0.00125311372351696	0.081660227760111	-0.0408863168162943	-0.006835983440327	0.0272143499356403
FGF2	-0.00538027093123946	0.00274869195204038	0.0108776548353202	-0.00324634936767255	0.00826908453297961	0.0197845184336318	-0.0647461663175462	-0.00804756033009842	0.0486510456573493	-0.0581958903600275	0.0669773882200068	0.192150666800041	-0.0861480794724039	-0.00127329456943315	0.0836014903335376	-0.25832603502222	-0.120590641240644	0.0171447525409319	-0.0743831071024498	-0.0160557298283649	0.04227164744572
NOS3	-0.00086839502520637	0.00528517745582315	0.0114387499368527	-0.00311073634699806	0.00560637285569237	0.0143234820583828	-0.021616875665512	0.0213036034321022	0.0642240825297164	-0.0710343674404965	0.0237209972339647	0.118476361908426	-0.0740310288086512	-0.00978136397299477	0.0544683008626616	-0.0705994947998406	0.0336653100723028	0.137930114944446	-0.0498669963880281	-0.00571354792996119	0.0384399005281057
ADGRG1	0.0217700759914915	0.0361925916446397	0.0506151072977879	0.0252944659382827	0.0457253041730784	0.0661561424078742	-0.118596475143127	-0.0180010432156886	0.0825943887117495	-0.274723048242954	-0.0526389280915745	0.169445192059805	-0.0833151029411757	0.0672708858740156	0.217856874689207	0.0423378389142483	0.286709833390105	0.531081827865963	-0.218585939394111	-0.115100719468595	-0.0116154995430793
MICAB	0.000254087393817076	0.0257772783724509	0.0513004693510846	-0.0328087178304517	0.00334726207354229	0.0395032419775363	-0.128548675177291	0.0494727243073203	0.227494123791932	-0.489448635296378	-0.0964315259193309	0.296585583457716	-0.293287983372079	-0.0267994564279197	0.239689070516239	-0.18980849340603	0.242650949511994	0.675110392430017	-0.315035738397272	-0.131900348209755	0.0512350419777612
CD4	0.000663832665822489	0.00658464357114939	0.0125054544764763	0.000822051851443526	0.00920943257854598	0.0175968133056484	-0.0494225059847057	-0.00812551281749536	0.033171480349715	-0.0989597590189271	-0.0077885575368061	0.0833826439453149	-0.0243479343681378	0.0374714587397352	0.0992908518476081	0.00456304283871184	0.104883985775828	0.205204928712944	-0.0734569653525042	-0.0309736404312099	0.0115096844900844
IL10	-0.00328863045247046	0.00445935675117967	0.0122073439548298	-0.0165080124733018	-0.00553226614651665	0.00544348018026855	-0.0668933239569571	-0.0128519806806672	0.0411893625956228	-0.0413438035523979	0.0779630471003303	0.197269897753058	0.0207878423504659	0.101684846898658	0.18258185144685	0.0252394893636141	0.156519713401097	0.28779993743858	-0.0777711444161727	-0.0221773645907512	0.0334164152346704
CD8A	-0.00808911309787327	0.00370469654665488	0.015498506191183	-0.0120960312602246	0.00461099980246884	0.0213180308651622	-0.130417669070585	-0.0481571672418128	0.0341033345869594	-0.241464910975363	-0.0598587403787546	0.121747430217854	-0.0896392381995438	0.0335003395225815	0.156639917244707	0.140107655374706	0.339939422218574	0.539771189062441	-0.168824143159568	-0.0842005577757475	0.00042302760807246
CCL19	-0.0135260628004545	0.00051836491498051	0.0145627926304155	-0.0177552195885125	0.00214002182810549	0.0220352632447234	-0.111070624467177	-0.0131123135743426	0.0848459973184921	-0.26039582759341	-0.0441336686730835	0.172128490247243	-0.0130845872747899	0.133553772199662	0.280192131674114	-0.0950466760114214	0.142919077996528	0.380884832004477	-0.118268061850834	-0.0174957190908831	0.0832766236690675
CXCL10	0.00192490558472524	0.0160939797897908	0.0302630539948564	-0.0179557335008367	0.00211608129087215	0.022187896082581	-0.104918317521828	-0.00609061131931382	0.0927370948832003	-0.135699704850811	0.0824818145087966	0.300663333868404	-0.124329981586197	0.0236098162326309	0.171549614051458	-0.193013917896213	0.0470638193473918	0.287141556590997	-0.0943969277980034	0.00726978524398233	0.108936498285968
PTN	0.0637490380006791	0.0763944069266018	0.0890397758525246	-0.0196819681004986	-0.00176862391297151	0.0161447202745556	-0.0927970823148822	-0.00459704983945672	0.0836029826359688	-0.16425849190024	0.0304603560068616	0.225179203913963	-0.149482736823655	-0.017451998952532	0.114578738918591	-0.214658275291724	-0.000397871654287734	0.213862531983148	-0.065975084787048	0.0247586551380499	0.115492395063148
IL12RB1	0.00396783703549473	0.0104720937742056	0.0169763505129165	-0.00469690464136902	0.00451698151150721	0.0137308676643834	-0.0651989863525514	-0.0198325238204237	0.025533938711704	-0.0946996835133471	0.00545566870081289	0.105611020914973	-0.0531437219739033	0.0147674494237755	0.0826786208214543	0.00505122408905107	0.115257947385265	0.225464670681479	-0.0541788904157153	-0.00750919316975725	0.0391605040762008
VEGFC	-0.00882725714358366	-0.00254326463006854	0.00374072788344658	-0.00851927391972844	0.000382587419854872	0.00928444875943818	-0.0274679136148277	0.0163622306074706	0.0601923748297689	-0.0515149259705498	0.0452487026476816	0.142012331265913	-0.146552391785798	-0.0809410068435065	-0.0153296219012148	-0.232147565146537	-0.125672951373881	-0.0191983376012244	-0.0349837903370335	0.0101054550422535	0.0551947004215406
MCP3	0.00766791585908256	0.041846793707654	0.0760256715562254	-0.0180234980325014	0.0303940694130627	0.0788116368586268	-0.319358629666773	-0.0809647833601005	0.157429062946572	-0.366928095730374	0.159373015484198	0.685674126698771	-0.511318473434292	-0.154455618076788	0.202407237280716	-1.18852125765309	-0.60940172333115	-0.0302821890092088	-0.295308723034242	-0.0500665769323114	0.19517556916962
CXCL5	-0.0124721271268592	-0.00492450677142627	0.0026231135840067	-0.00772375058707602	0.00296815741621622	0.0136600654195085	-0.0789866358322798	-0.0263428288891152	0.0263009780540494	-0.0906512161437938	0.0255702993105567	0.141791814764907	-0.0893188421687655	-0.0105138748691498	0.0682910924304659	-0.153652304375375	-0.0257670529975316	0.102118198380311	-0.0145438843019652	0.0396122123999156	0.0937683091017963
CXCL11	-0.015181670944005	0.00203200329131439	0.0192456775266337	-0.00890599440070104	0.0154787802243494	0.0398635548493999	-0.267130012695464	-0.147066562157127	-0.0270031116187887	-0.183906909772768	0.0811566747683173	0.346220259309402	-0.141370132101622	0.0383584407914378	0.218087013684498	-0.256049294218276	0.0356154892568903	0.327280272732057	-0.0987751058898193	0.0247373871321154	0.14824988015405
PDL2	-0.00304571133476112	0.00322307874914144	0.009491868833044	-0.0151545942053739	-0.00627426852487109	0.00260605715563167	-0.054211706576217	-0.0104875975983933	0.0332365113794303	-0.121177971012612	-0.0246484359662557	0.0718810990801007	-0.0430903023575769	0.0223623534870555	0.0878150093316879	0.0139649217931803	0.12018194887745	0.22639897596172	-0.0588887213618497	-0.0139085572836125	0.0310716067946247
LAPTGFbeta1	-0.00577984277360241	-0.00130427651799165	0.00317128973761911	-0.00394846500861491	0.00239159191186652	0.00873164883234796	0.000746293524705878	0.0319628670705807	0.0631794406164555	-0.0555642287483193	0.0133524719133685	0.0822691725750563	-0.0222862749572374	0.0244432683705201	0.0711728116982776	-0.0185886009468722	0.0572444283661318	0.133077457679136	-0.0510009572667755	-0.0188876304802659	0.0132256963062437
