analyte	age_l	age_m	age_u	bmi_l	bmi_m	bmi_u	education_NCIMD_l	education_NCIMD_m	education_NCIMD_u	aspirin_l	aspirin_m	aspirin_u	smoke_l	smoke_m	smoke_u	diabetes_l	diabetes_m	diabetes_u	PSA_l	PSA_m	PSA_u
IL12	0.00613597185066869	0.0153978432532679	0.0246597146558672	0.00398999699786781	0.0202017094999824	0.036413422002097	-0.108030032368268	-0.039623853857362	0.0287823246535436	-0.19904937029817	-0.0460586166941395	0.106932136909891	-0.190838869149172	-0.0736770672476323	0.0434847346539072	-0.0761632102945367	0.127218985705338	0.330601181705213	-0.0976429350688982	-0.0236919292091785	0.0502590766505412
CSF1	0.00203304925207922	0.00471261504636474	0.00739218084065026	-0.00303609948638503	0.00165413517561493	0.00634436983761489	-0.0424340696397986	-0.022643376367576	-0.00285268309535337	-0.0788124946003695	-0.0345505120722731	0.00971147045582325	-0.00946814720098127	0.0244281080076709	0.0583243632163231	-0.0356859776478273	0.0231548280466888	0.0819956337412049	-0.0136847479108064	0.00771012761068948	0.0291050031321853
ARG1	-0.0154590646265687	-0.0101996108522362	-0.0049401570779038	-0.0112068729162032	-0.00200087676258459	0.00720511939103404	-0.048067585048025	-0.00922239727572738	0.0296227904965703	-0.0897040493979172	-0.00282659650488036	0.0840508563881565	-0.0507813927627455	0.0157502026819623	0.0822817981266702	-0.117255913620399	-0.00176313555360673	0.113729642513185	-0.0066109554366853	0.0353829224717719	0.077376800380229
IL4	0.00415484331038877	0.0156976171420692	0.0272403909737497	-0.0288654765996699	-0.00866133828874282	0.0115428000221843	-0.103846221246718	-0.0185937908340747	0.0666586395785688	-0.139890446388674	0.050777032183106	0.241444510754886	-0.294360555266768	-0.14834555222083	-0.00233054917489067	-0.42159310318651	-0.1681243831222	0.0853443369421099	-0.102514726809905	-0.0103519555772496	0.0818108156554053
IL5	-0.0168120274921404	-0.000572064501046692	0.015667898490047	-0.0285396957738939	-0.000113733070211178	0.0283122296334716	-0.0702827189022912	0.0496621344744778	0.169606987851247	-0.257394824506412	0.0108624281058106	0.279119680718033	-0.296688993009362	-0.0912549890005307	0.114179015008301	-0.715847437089445	-0.359232753888553	-0.00261807068766107	-0.125469303972255	0.00419796801977077	0.133865240011797
CD28	-0.00371305199802335	0.000927251318864418	0.00556755463575219	-0.00899310497337963	-0.000870851918248517	0.0072514011368826	-0.035717441853632	-0.00144516541599005	0.0328271110216519	-0.161202377798138	-0.0845522635239637	-0.00790214924978927	-0.0642382564171329	-0.00553885601046265	0.0531605443962076	-0.0558531737856119	0.0460436284555942	0.1479404306968	-0.0304496638475157	0.00660063439801396	0.0436509326435437
FGF2	-0.0144578621435511	-0.00615927031404101	0.00213932151546905	-0.0211965465385106	-0.00667093081093113	0.00785468491664834	-0.081140130069564	-0.0198485260942275	0.0414430778811091	-0.237056682295558	-0.099977709519852	0.0371012632558539	-0.17017676897053	-0.0652003630448407	0.0397760428808486	-0.193713524636198	-0.0114840640199864	0.170745396596225	-0.0447767339873483	0.0214830083838635	0.0877427507550753
NOS3	0.00229973871552824	0.0063112212384332	0.0103227037613382	0.00316911047820081	0.0101906937567531	0.0172122770353054	-0.0543219454931327	-0.0246940034037829	0.00493393868556686	-0.0776248030539467	-0.0113617653187873	0.0549012724163721	0.013155114906237	0.0638999914274313	0.114644867948626	0.0319872099847491	0.120075684684858	0.208164159384968	-0.0619634049930676	-0.0299338987882788	0.00209560741650999
ADGRG1	0.0335521494394134	0.0437975329224237	0.054042916405434	0.0472039826165855	0.0651372062903523	0.083070429964119	-0.087877405785364	-0.0122072198168133	0.0634629661517374	-0.164435006640422	0.0048017352547574	0.174038477149937	-0.0599173078788524	0.0696858293127186	0.19928896650429	0.462092102041086	0.687071320717207	0.912050539393327	-0.172024124821343	-0.0902203099060827	-0.00841649499082245
MICAB	-0.0216297789466138	-0.00123031712926544	0.0191691446880829	0.00298185941223093	0.0386884888616428	0.0743951183110547	-0.240726707107409	-0.0900606952458838	0.0606053166156412	-0.229778666686577	0.107186607488673	0.444151881663924	-0.277338792659828	-0.0192875198175537	0.23876375302472	-0.81494272107151	-0.366989260989612	0.0809641990922859	-0.117583813110665	0.0452947947661939	0.208173402643053
CD4	0.00791566010358962	0.0117756736486942	0.0156356871937988	-0.00263942101061459	0.00411703533901061	0.0108734916886358	-0.0473151162006159	-0.0188058912132299	0.00970333377415607	-0.066288155926914	-0.00252713447485791	0.0612338869771982	-0.00596294861992893	0.0428658595820383	0.0916946677840055	-0.0538762189887807	0.0308861359681576	0.115648490925096	-0.0302275404625015	0.000592568334573593	0.0314126771316487
IL10	0.00110732879160152	0.00788060292270766	0.0146538770538138	-0.0065723985102054	0.00528334512284556	0.0171390887558965	-0.0713165544582667	-0.0212906170234502	0.0287353204113663	-0.0691306864491086	0.0427525678782835	0.154635822205676	-0.108498772381116	-0.0228174918409034	0.0628637886993094	-0.193180346962472	-0.0444454631562778	0.104289420649916	0.0195661875874478	0.0736470977173756	0.127728007847303
CD8A	-0.00969645518722775	-0.000570529474942209	0.00855539623734333	-0.000676093703840794	0.0152976633839232	0.0312714204716872	-0.10426797392232	-0.0368658608702353	0.0305362521818498	-0.0940842791935496	0.0566608770893521	0.207406033372254	-0.0263055071460528	0.0891365945625612	0.204578696271175	-0.100798572785103	0.0995983806184476	0.299995334021998	-0.115279657562233	-0.0424141041023572	0.0304514493575192
CCL19	0.00569477921867897	0.0153643803748597	0.0250339815310404	0.0127159338455579	0.029641324745514	0.0465667156454701	-0.102249076937238	-0.0308314946726724	0.040586087591893	-0.108738928439686	0.0509868444229477	0.210712617285581	-0.0393013570907459	0.0830181878350674	0.205337732760881	-0.181089072106199	0.0312464950919213	0.243582062290042	-0.0615217123271367	0.0156847938613636	0.092891300049864
CXCL10	0.0205782840310081	0.0305918539146989	0.0406054237983898	0.0032618946959287	0.020789358533169	0.0383168223704094	-0.0724366533286721	0.00152140754474363	0.0754794684181593	-0.174712516570479	-0.0093049508443405	0.156102614881798	-0.155870842704882	-0.0292001257360678	0.0974705912327468	-0.542296517422988	-0.322407712643027	-0.102518907863066	-0.111283933327698	-0.0313310239256393	0.0486218854764191
PTN	0.0938704909116557	0.104166734859193	0.11446297880673	-0.0198867261138289	-0.00186447775025669	0.0161577706133156	-0.18284324110548	-0.106797410748842	-0.0307515803922033	-0.379753826867678	-0.209676954456928	-0.0396000820461767	0.0448327435552278	0.175079260838197	0.305325778121166	-0.285731024167641	-0.0596349563672544	0.166461111433132	-0.0501477575271266	0.0320621505357024	0.114272058598531
IL12RB1	0.00774102279394527	0.0125727624034347	0.0174045020129241	-0.00520310266378249	0.00325423495506411	0.0117115725739107	-0.0488341946103856	-0.0131480111299941	0.0225381723503974	-0.143976851425064	-0.0641645271180367	0.0156477971889904	-0.00579499931771155	0.0553260521803642	0.11644710367844	-0.0433885004940474	0.0627120670437136	0.168812634581475	-0.0568348152787261	-0.0182560023539734	0.0203228105707793
VEGFC	-0.0201343872094542	-0.0143236978782567	-0.0085130085470592	-0.0110948602386835	-0.000923997269236342	0.00924686570021086	-0.0872640620927559	-0.0443475677491007	-0.00143107340544549	-0.0987714804651198	-0.00278853046547681	0.0931944195341662	-0.112494722339214	-0.0389900489594806	0.034514624420253	-0.258398957113388	-0.130801552109434	-0.00320414710547964	-0.0417787174347944	0.00461647659260337	0.0510116706200011
MCP3	-0.0528980250011789	-0.0226092237979341	0.00767957740531065	-0.0548248850235638	-0.00180824121625463	0.0512084025910545	-0.452462110690145	-0.228755577536486	-0.00504904438282652	-0.742586121110667	-0.242265362981092	0.258055395148482	-0.45002505800236	-0.0668745723009736	0.316275913400413	-1.00693294739127	-0.34181867024953	0.323295606892213	-0.0490951541171559	0.192744450202598	0.434584054522351
CXCL5	-0.0162385671307797	-0.00602859281081219	0.00418138150915531	-0.0250650439788142	-0.00719379948249845	0.0106774450138173	-0.127429280670558	-0.0520206191199938	0.0233880424305708	-0.223869063673775	-0.0552172224215568	0.113434618830661	-0.130209154018895	-0.00105393940858102	0.128101275201733	-0.247338843457421	-0.0231371775052716	0.201064488446878	-0.0725967448490023	0.00892434715748049	0.0904454391639632
CXCL11	0.00309857953239265	0.0145042302539012	0.0259098809754097	0.00620369518197838	0.0261678171568031	0.0461319391316278	-0.168379024256174	-0.0841393554707063	0.000100313314761014	-0.0426551730842103	0.145747259143281	0.334149691370771	-0.179087311482818	-0.0348069028802419	0.109473505722334	-0.572032896014535	-0.32157527360607	-0.0711176511976053	-0.123289279849522	-0.0322213620739109	0.0588465557017004
PDL2	-8.38968294660557e-05	0.00455018016422329	0.00918425715791263	-0.0133042965508213	-0.00519294187218994	0.0029184128064414	-0.0342642181252141	-3.79279637428527e-05	0.0341883621977284	-0.0804358884642106	-0.00388862272214184	0.0726586430199269	-0.0598208351204185	-0.00120019711644624	0.057420440887526	-0.0302507329688825	0.0715093449290397	0.173269422826962	-0.0265028158556431	0.0104977685854818	0.0474983530266067
LAPTGFbeta1	-0.0113756923182573	-0.00700370792656002	-0.00263172353486277	-0.00698360519654164	0.000668990152821255	0.00832158550218415	-0.0462599165292873	-0.0139693856262774	0.0183211452767326	-0.0251151874253743	0.0471027432449984	0.119320673915371	-0.0428788547541591	0.012426336491846	0.067731527737851	-0.175542639856811	-0.0795378749654495	0.0164668899259119	-0.0252096995621258	0.00969821799741534	0.0446061355569565
