Analyte	Fstat	Fstat.pval	Fstat.pval.adj	Age.est	Age.se	Age.pval	Age.pval.adj	BMI.est	BMI.se	BMI.pval	BMI.pval.adj	Education.est	Education.se	Education.pval	Education.pval.adj	Aspirin.est	Aspirin.se	Aspirin.pval	Aspirin.pval.adj	Smoking.est	Smoking.se	Smoking.pval	Smoking.pval.adj	Diabetes.est	Diabetes.se	Diabetes.pval	Diabetes.pval.adj	PSA.est	PSA.se	PSA.pval	PSA.pval.adj
IL18	3.22292079440766	0.00251054246089877	0.00709877523426548	0.00367585166254529	0.00459100960119402	0.423857770496651	0.593400878695312	0.00178728011100441	0.00650359318389192	0.783617470362009	0.783617470362009	-0.086721856202538	0.0320217779562136	0.00708934448317185	0.049625411382203	0.137786117684183	0.0706943471172555	0.0520713431014851	0.182249700855198	0.0285110465456752	0.047934891324242	0.552361640495126	0.644421913910981	0.0899704988139914	0.0777890764609221	0.248208839988121	0.434365469979212	-0.0522172176943702	0.0329416621680706	0.113816927322295	0.26557283041869
GZMH	1.42637344844978	0.193361627492828	0.294200526972736	0.0114018075720199	0.00654888600716996	0.0825373853640784	0.302291549306351	-0.0159529377751068	0.00927710767305708	0.0863690140875289	0.302291549306351	-0.0151552390426908	0.0456777466829107	0.740244971681546	0.769054035253608	0.148223398416568	0.100842572949924	0.142480796816107	0.332455192570917	-0.0200916196549515	0.068377147145782	0.769054035253608	0.769054035253608	-0.0574663219194244	0.110962911995025	0.604856541019395	0.769054035253608	-0.0143712430848905	0.0469899236040132	0.759906749787932	0.769054035253608
CXCL1	0.638126104448158	0.724308818365925	0.762130446568144	-0.00671211724664687	0.00467987250090111	0.152373211850764	0.533306241477674	-0.00465944946888525	0.00662947576725346	0.482613299213814	0.844573273624175	-0.0311766266862625	0.0326415867325285	0.340161588699667	0.793710373632556	0.0173573797621284	0.0720626963962692	0.809797648341888	0.896886211148568	-0.0182209183888355	0.0488627119585331	0.709443355453382	0.896886211148568	0.0102835675307641	0.0792947502669748	0.896886211148568	0.896886211148568	0.0494253514892642	0.0335792760865135	0.141926274041383	0.533306241477674
TNFSF14	1.03357245513601	0.407074658695153	0.487531158110467	0.00712060430459393	0.00651801529916649	0.27537006111158	0.525404440570633	0.0135574826572603	0.00923337643666388	0.142897404240791	0.50173854743558	-0.00967372897064431	0.045462426950889	0.831615663621149	0.831615663621149	0.147201828068718	0.100367212465645	0.14335387069588	0.50173854743558	0.0193048283683293	0.0680548250071257	0.776830459867818	0.831615663621149	-0.0860304097571996	0.110439845377029	0.43650620901246	0.611108692617444	-0.0485194218709003	0.0467684184183836	0.300231108897505	0.525404440570633
TWEAK	2.8804963441999	0.00613059780994352	0.0139641394559825	0.0040023749036044	0.00233551999859838	0.0874499169368741	0.306074709279059	-0.000700439725683003	0.00330848185108942	0.832453515840164	0.832453515840164	0.00391651722975941	0.0162899905040415	0.810138593688947	0.832453515840164	0.0148146350318895	0.0359633448462545	0.680632080200122	0.832453515840164	-0.0855998540165115	0.0243852457396932	0.000504727611080662	0.00353309327756463	-0.0557806981619059	0.0395725471146329	0.159531628991018	0.372240467645708	0.011852553931623	0.0167579503124087	0.479852972996698	0.832453515840164
PDGFsubunitB	1.20769026243109	0.29753252426824	0.399961753934356	-0.00133115292310744	0.000925924181637058	0.151407478996968	0.439436796751367	0.00133124188849889	0.00131165794010305	0.310824297855845	0.543942521247729	-0.00149981379067276	0.00645821749990667	0.816489437573293	0.816489437573293	-0.00640508582281793	0.0142577801370502	0.653534382206872	0.76245677924135	-0.00583847050983955	0.00966760666536546	0.546278663537969	0.76245677924135	-0.0224090785131506	0.015688659623724	0.154059643486528	0.439436796751367	0.0087567753935841	0.00664374162423936	0.188330055750586	0.439436796751367
PDCD1	2.05165791455501	0.048090707180555	0.0896235906546706	0.0129810327827571	0.00496700709397925	0.00934139146177389	0.0653897402324173	-0.00375173976933649	0.00703622869190797	0.594223762919398	0.7213778734346	0.00733583776063145	0.0346443183714919	0.832424750008242	0.832424750008242	-0.0934387848244494	0.0764841187751636	0.222634152010027	0.389609766017546	-0.0258609478936497	0.0518606942565993	0.618323891515372	0.7213778734346	0.175060575643745	0.0841598968808531	0.0382277363756503	0.133797077314776	-0.0458286611163063	0.0356395398593199	0.199311235504495	0.389609766017546
FASLG	2.30343750245774	0.0262260369132794	0.0565930270233924	-0.00293275821660442	0.00329019488055693	0.373333100336488	0.491738712264595	-0.000297857964066098	0.00466086783902629	0.949080649098066	0.949080649098066	0.01846830755466	0.0229487409197453	0.421490324798224	0.491738712264595	0.0820132995251151	0.0506638406743943	0.106376538806686	0.3723178858234	-0.0914413047859471	0.0343530394695876	0.00812251090918068	0.0568575763642648	-0.0529479798423605	0.055748352403448	0.342871060119559	0.491738712264595	-0.0259971692277536	0.0236079855276786	0.271548429677109	0.491738712264595
MCP2	0.959109723789667	0.461000352940658	0.540028984873342	-0.00615187300357894	0.00460532521489704	0.182457569720475	0.638601494021663	-0.0134428068912234	0.00652387258554641	0.0400674464506087	0.280472125154261	-0.00229006851875427	0.0321216277590078	0.943203848347453	0.943203848347453	-0.0117640422627313	0.0709147851150447	0.86833728739205	0.943203848347453	-0.00511040320277566	0.0480843611460685	0.915419771802027	0.943203848347453	-0.0235193780919558	0.0780316371318125	0.763278209830586	0.943203848347453	-0.00831952932460144	0.0330443803393005	0.801364583594248	0.943203848347453
CCL4	2.07033099406563	0.0460095602465053	0.0877391614003124	0.0108315228036595	0.00631461618285064	0.0871537198170497	0.305038019359674	-0.010410456786511	0.00894524262266851	0.245280863548926	0.474288833858638	-0.0485544454341598	0.0440437408872697	0.271022190776365	0.474288833858638	0.229232432754218	0.0972351850944903	0.0189357220996063	0.132550054697244	0.0327624410804679	0.0659311277416023	0.619551066605122	0.722809577705976	-0.0167759500687438	0.106993494620746	0.875495498289341	0.875495498289341	-0.0266863215306827	0.0453089779996099	0.556242594638222	0.722809577705976
Gal1	10.2315680609622	1.06927799947698e-11	1.75361591914225e-10	0.00881820776709442	0.00156228709803073	3.3759852849183e-08	2.36318969944281e-07	0.0103215830402998	0.00221312534815706	4.38992491001429e-06	1.536473718505e-05	0.012872115683941	0.010896777594189	0.23827673250165	0.416984281877887	0.0178812067824029	0.0240567709499605	0.457792376235886	0.64090932673024	-0.00957891718774625	0.0163118940639749	0.557415967770636	0.650318629065742	0.0528223357561864	0.0264710556238038	0.0467484886873029	0.10907980693704	-0.00473673795331642	0.0112098074853686	0.672875088409287	0.672875088409287
PDL1	2.03771584949561	0.0497016267279037	0.09056740870418	0.00376325022731054	0.0043427226317186	0.386760956363484	0.902442231514797	0.000126851942349543	0.00615187154037596	0.98356022816382	0.98356022816382	0.000968665129388318	0.0302900041424766	0.974506064089529	0.98356022816382	0.0632067893645404	0.0668711172115238	0.345192671715434	0.902442231514797	0.0217221532805126	0.0453425184187412	0.632182681378813	0.98356022816382	0.202637682933428	0.0735821556024359	0.00618952725257555	0.0433266907680289	-0.00505767967180399	0.0311601399802133	0.871151358328804	0.98356022816382
CD27	8.40448878681279	1.60082325173505e-09	1.31267506642274e-08	0.0134271258732686	0.0035615396119706	0.000190871845740613	0.000668051460092146	0.0029698715271168	0.00504525295232425	0.556469499702757	0.795393823649012	-0.00855871906789638	0.0248413400414412	0.730646040900631	0.795393823649012	-0.0285156607153387	0.0548421239491686	0.60341345191838	0.795393823649012	0.0670670806374011	0.0371861592714581	0.0721425328751945	0.168332576708787	0.303845470675901	0.0603459590069535	7.58517526932567e-07	5.30962268852797e-06	0.00663167006996433	0.0255549530249782	0.795393823649012	0.795393823649012
HGF	6.60350088114814	2.36303715261954e-07	1.21105654071751e-06	0.0145240258894372	0.00332081138966289	1.60438362636393e-05	0.000112306853845475	0.0177736683842739	0.00470423897897868	0.000184937866319264	0.000647282532117425	-0.02984309623609	0.0231622876429172	0.198426725401063	0.287391503244664	0.0299982005356291	0.0511352868943484	0.557812668745401	0.650781446869635	0.051545618069423	0.0346727075086918	0.137991706341467	0.287391503244664	0.0714007291136575	0.0562671119301524	0.20527964517476	0.287391503244664	-0.00942125429640464	0.0238276667715322	0.692789559999144	0.692789559999144
GZMA	1.35550240918423	0.223234943927713	0.315608024173663	0.00473806153992897	0.00327422922541323	0.148750422242097	0.520076947536247	-0.00274491747057858	0.00463825099981473	0.554357974247377	0.646750969955273	-0.0252447588584185	0.0228373822626421	0.269722623803403	0.520076947536247	0.0339676746352489	0.0504179946264162	0.500923280961398	0.646750969955273	-0.0126739502573599	0.0341863415075458	0.711056865940569	0.711056865940569	0.0828230889541985	0.0554778337862796	0.136343018047274	0.520076947536247	-0.0245272912391887	0.0234934278892239	0.297186827163569	0.520076947536247
HO1	0.931433482760215	0.482020028088041	0.556699187369287	0.00360930980837005	0.00293654453188727	0.21984119453654	0.663866476645432	-0.00721451341639898	0.00415988914438562	0.0837248955512052	0.586074268858436	-0.0126960773062006	0.0204820693326739	0.535742301032839	0.663866476645432	0.0329403282616262	0.0452181799856236	0.466798906209352	0.663866476645432	-0.0174768296436165	0.0306605638481358	0.569028408553227	0.663866476645432	-0.0186596899638809	0.04975617717342	0.707865745110364	0.707865745110364	-0.0193663235656384	0.021070454282162	0.3586504805983	0.663866476645432
CX3CL1	6.67708404737384	1.925755469534e-07	1.05274632334525e-06	0.015017667418373	0.00348501853708199	2.11976084913214e-05	0.00014838325943925	-0.00972357059458841	0.0049368537146184	0.0496561615380056	0.115864376922013	0.0265889399941508	0.0243076141114374	0.274755200805297	0.384657281127416	-0.0487778732291431	0.0536638194148992	0.363986597025227	0.424651029862764	-0.0187257445131443	0.0363872000604284	0.607133001625716	0.607133001625716	0.224215012964508	0.0590494024186523	0.000171934221810564	0.000601769776336976	-0.0289358538908384	0.0250058948402463	0.247977962303381	0.384657281127416
CD70	1.15539566218616	0.327909132321365	0.426802362703998	0.00409108752041246	0.00331105882061416	0.217423836440837	0.76098342754293	0.00122767365490214	0.00469042355555323	0.793672064343232	0.925950741733771	-0.0181685169880665	0.0230942645657056	0.431971397550487	0.925950741733771	0.0177991963549931	0.0509851126273556	0.727215156409402	0.925950741733771	0.00018828487638503	0.0345708805952038	0.99565750201079	0.99565750201079	0.0289270350786519	0.0561018665036942	0.606440709563625	0.925950741733771	0.0409017599544275	0.0237576896068601	0.0860018547528978	0.602012983270284
TNFRSF12A	7.7335945880795	1.02416107816694e-08	6.99843403414076e-08	0.0152458167386914	0.00346019953076918	1.3928163603053e-05	9.74971452213707e-05	0.00184563514256699	0.00490169527795449	0.706746003616786	0.910011738264425	-0.00272970172225536	0.0241345043211559	0.910011738264425	0.910011738264425	-0.00750013630158125	0.0532816456449016	0.888135571009411	0.910011738264425	0.0406412257964129	0.0361280639501333	0.261376055302006	0.609877462371348	0.244993584704524	0.0586288745288284	3.68812103015328e-05	0.000129084236055365	0.00681752773987366	0.0248278121542307	0.783787818037158	0.910011738264425
CCL23	3.40543028679826	0.00154935464441053	0.00470544743858012	0.0109417584072454	0.00399714490595313	0.00650194755143801	0.0258373527043489	-0.00260787101172981	0.00566232846880219	0.645390272892104	0.752955318374121	-0.000931938741062416	0.0278796381963463	0.97335253394377	0.97335253394377	-0.100249727617148	0.0615497622540211	0.104243668711585	0.243235226993699	0.023401953906145	0.0417343293345061	0.57532807378852	0.752955318374121	0.182488287490718	0.0677267611537354	0.00738210077267112	0.0258373527043489	0.0327380659090346	0.0286805318582839	0.254435891366567	0.445262809891492
CD5	1.33337851023493	0.233299883427439	0.324247295611016	0.00216980562771713	0.00325082490983675	0.504906393588362	0.881165616727059	-0.00195525907571962	0.00460509660449018	0.671393623648405	0.881165616727059	-0.007072460645591	0.022674139781857	0.755284814337479	0.881165616727059	0.00327474347879417	0.0500576048748951	0.947876514111661	0.947876514111661	0.0109037100181988	0.0339419762325559	0.748211751536489	0.881165616727059	0.139661436316077	0.0550812761111615	0.0116517870519502	0.0815625093636514	-0.0149070567723584	0.0233254959692395	0.523174030224172	0.881165616727059
CCL3	1.11571614559758	0.352412308563739	0.44063057656467	0.0255635394633721	0.0127514887432025	0.0457424032286592	0.320196822600615	0.00917747086078831	0.0180636728037332	0.611722558500619	0.785502980760796	-0.0375315535938586	0.0889402063197148	0.67328826922354	0.785502980760796	0.100620889998584	0.196352926650226	0.608652711357706	0.785502980760796	0.0362255016123861	0.133138738583499	0.785710927150185	0.785710927150185	0.181290925537307	0.216058474932744	0.401982844529868	0.785502980760796	-0.0699983325392193	0.0914951766185121	0.444746140824317	0.785502980760796
MMP7	13.9127133443108	5.55111512312578e-16	2.27595720048157e-14	0.0124605231127177	0.00208485842547868	5.5062217351803e-09	3.85435521462621e-08	0.00275847586314704	0.00295339636009395	0.350932780016606	0.40942157668604	-0.0198828094613539	0.0145416540957476	0.172389006304376	0.301680761032658	0.0374706918926724	0.0321035497688335	0.243913624898705	0.341479074858187	0.0438724589103985	0.0217680795147453	0.0446044791227402	0.10407711795306	0.155085905590956	0.0353253914841693	1.49263520611282e-05	5.22422322139488e-05	0.00558826638511984	0.0149593897391355	0.708950986033464	0.708950986033464
NCR1	6.40068674409314	4.15371218975835e-07	1.89224666422325e-06	0.0145929891840158	0.00420936252664324	0.00059076210819655	0.00206766737868793	0.00512916290518364	0.00596295451651576	0.390270232761199	0.544434424405094	-0.0213946790611131	0.0293598323406512	0.466658078061509	0.544434424405094	0.0132140849520698	0.0648175807612103	0.838574243885836	0.838574243885836	-0.071312595490988	0.0439501009116826	0.105559264570855	0.246304950665329	0.291173077468013	0.0713225307460981	5.49933917228209e-05	0.000384953742059747	-0.0258726305301044	0.030203247289998	0.392229325028278	0.544434424405094
DCN	9.03050719484144	2.85375056918724e-10	3.90012577788923e-09	0.0129413743121416	0.00202010605470679	4.69536862886438e-10	3.28675804020506e-09	-0.0021658890816625	0.00286166858912972	0.44963017102297	0.641439016035924	0.00537400386207965	0.0140900135593269	0.703128893488239	0.820317042402946	0.0231017248543081	0.0311064648194092	0.458170725739946	0.641439016035924	-0.0223033642288189	0.0210919977537466	0.291027237955614	0.641439016035924	0.0587017279422684	0.0342282412800638	0.0872089894820473	0.305231463187166	0.000110654916585244	0.0144947750012368	0.993913161341354	0.993913161341354
TNFRSF21	6.28573170812433	5.71848418395859e-07	2.34457851542302e-06	0.00919129413531955	0.00206194411868698	1.1104287216123e-05	7.77300105128609e-05	-0.00367181019934046	0.00292093610790338	0.209549144180323	0.366711002315565	-0.001304150744782	0.0143818293713747	0.927797220149882	0.927797220149882	-0.0104408929008668	0.0317507053840467	0.742469119883398	0.866213973197297	0.00869026228735767	0.0215288304385629	0.686705988664707	0.866213973197297	0.121758912567796	0.034937136412212	0.000553051855801737	0.00193568149530608	-0.0252523791101402	0.014794973756875	0.0887223621155657	0.20701884493632
TNFRSF4	6.30254922939748	5.45718998434808e-07	2.34457851542302e-06	0.0134490498365694	0.00388450706893632	0.000600540684474905	0.00210189239566217	0.00395919667961234	0.00550276646987273	0.472307216677356	0.551025086123582	-0.0229519225933873	0.0270940018941521	0.397493118209226	0.551025086123582	-0.0171764523961372	0.0598153162300938	0.7741574045498	0.7741574045498	0.0319072436673587	0.0405582737507857	0.43197724036215	0.551025086123582	0.283738979443219	0.065818249937855	2.10397120341953e-05	0.000147277984239367	-0.0322662425581009	0.0278723267146081	0.247780945556266	0.551025086123582
CCL17	1.49071318151597	0.169212879035126	0.283172573079191	-0.0024737664471639	0.00545761775386217	0.650629986557449	0.759068317650357	-0.00950206447912765	0.00773122443810057	0.219860140146265	0.583070680179504	0.0357659407030838	0.0380662727951194	0.348071492349213	0.609125111611122	0.209803485211108	0.08403875344205	0.012991156185711	0.0909380932999772	0.0444852838634748	0.0569831772629266	0.435510152792864	0.609714213910009	0.0113825512272936	0.0924726980835014	0.902104159726275	0.902104159726275	0.0451313994994503	0.0391597961902398	0.249887434362645	0.583070680179504
