a0	a0.2	a0.4	a0.6	a0.8	a1
94.8313865189373	0.474156932594686	0.237078466297343	0.158052310864895	0.118539233148672	0.0948313865189372
86.4068275143348	0.432034137571674	0.216017068785837	0.144011379190558	0.108008534392918	0.0864068275143348
78.7306831119785	0.393653415559893	0.196826707779946	0.131217805186631	0.0984133538899732	0.0787306831119785
71.7364662213811	0.358682331106906	0.179341165553453	0.119560777035635	0.0896705827767264	0.0717364662213811
65.3635962819227	0.326817981409614	0.163408990704807	0.108939327136538	0.0817044953524034	0.0653635962819227
59.5568745430171	0.297784372715086	0.148892186357543	0.0992614575716952	0.0744460931787714	0.0595568745430171
54.2660059589418	0.271330029794709	0.135665014897354	0.0904433432649029	0.0678325074486772	0.0542660059589418
49.4451635572131	0.247225817786065	0.123612908893033	0.0824086059286885	0.0618064544465164	0.0494451635572131
45.052591507275	0.225262957536375	0.112631478768187	0.075087652512125	0.0563157393840937	0.045052591507275
41.0502434514707	0.205251217257354	0.102625608628677	0.0684170724191179	0.0513128043143384	0.0410502434514707
37.4034529656947	0.187017264828473	0.0935086324142367	0.0623390882761578	0.0467543162071184	0.0374034529656947
34.0806332954113	0.170403166477057	0.0852015832385283	0.0568010554923522	0.0426007916192642	0.0340806332954113
31.0530037662989	0.155265018831494	0.0776325094157472	0.0517550062771648	0.0388162547078736	0.0310530037662989
28.2943404998171	0.141471702499085	0.0707358512495427	0.0471572341663618	0.0353679256247714	0.0282943404998171
25.7807492745172	0.128903746372586	0.064451873186293	0.0429679154575287	0.0322259365931465	0.0257807492745172
23.4904585657268	0.117452292828634	0.0587261464143171	0.0391507642762114	0.0293630732071585	0.0234904585657268
21.4036309710189	0.107018154855094	0.0535090774275472	0.0356727182850314	0.0267545387137736	0.0214036309710189
19.5021913881221	0.0975109569406107	0.0487554784703054	0.0325036523135369	0.0243777392351527	0.0195021913881221
17.7696704570328	0.0888483522851639	0.0444241761425819	0.029616117428388	0.022212088071291	0.0177696704570328
16.1910619102968	0.0809553095514842	0.0404776547757421	0.0269851031838281	0.020238827387871	0.0161910619102968
14.7526925959008	0.0737634629795041	0.0368817314897521	0.024587820993168	0.018440865744876	0.0147526925959008
13.4421040469702	0.0672105202348512	0.0336052601174256	0.0224035067449504	0.0168026300587128	0.0134421040469702
12.2479445724898	0.061239722862449	0.0306198614312245	0.0204132409541497	0.0153099307156122	0.0122479445724898
11.1598709343865	0.0557993546719325	0.0278996773359662	0.0185997848906442	0.0139498386679831	0.0111598709343865
10.1684587593498	0.0508422937967489	0.0254211468983744	0.016947431265583	0.0127105734491872	0.0101684587593498
9.2651209094186	0.046325604547093	0.0231628022735465	0.0154418681823643	0.0115814011367733	0.0092651209094186
8.44203310430056	0.0422101655215028	0.0211050827607514	0.0140700551738343	0.0105525413803757	0.00844203310430056
7.69206615119917	0.0384603307559959	0.0192301653779979	0.0128201102519986	0.00961508268899896	0.00769206615119917
7.00872419515657	0.0350436209757828	0.0175218104878914	0.0116812069919276	0.00876090524394571	0.00700872419515657
6.38608845506549	0.0319304422753275	0.0159652211376637	0.0106434807584425	0.00798261056883186	0.00638608845506549
5.81876595801894	0.0290938297900947	0.0145469148950474	0.00969794326336491	0.00727345744752368	0.00581876595801894
5.3018428279589	0.0265092141397945	0.0132546070698973	0.00883640471326484	0.00662730353494863	0.0053018428279589
4.83084172403274	0.0241542086201637	0.0120771043100818	0.0080514028733879	0.00603855215504092	0.00483084172403274
4.40168306000875	0.0220084153000438	0.0110042076500219	0.00733613843334792	0.00550210382501094	0.00440168306000875
4.01064966885193	0.0200532483442597	0.0100266241721298	0.00668441611475323	0.00501331208606492	0.00401064966885194
3.65435460640143	0.0182717730320072	0.00913588651600358	0.00609059101066906	0.00456794325800179	0.00365435460640143
3.32971181528056	0.0166485590764028	0.00832427953820141	0.00554951969213428	0.00416213976910071	0.00332971181528056
3.03390939494422	0.0151695469747211	0.00758477348736055	0.00505651565824037	0.00379238674368027	0.00303390939494422
