alpha	lambda.max	QF.est	model.vs.null.pval
0	0.186157867717034	0.753784899724735	0.0001999800019998
0.2	0.128903746372586	0.777182461659457	9.99900009999e-05
0.4	0.0707358512495427	0.781557215886748	9.99900009999e-05
0.6	0.0517550062771648	0.78426071569013	0.0001000100010001
0.8	0.0388162547078736	0.787406606370429	9.99900009999e-05
1	0.0340806332954113	0.788832088084939	0.000100331092605598
